min
0.9426144
0.9642763
0.9657094
0.9670343
0.9675547
0.96880186
0.9701126
0.973364
0.97352344
0.97376955
0.97436136
0.97474
0.9747874
0.9750517
0.97588545
0.9765219
0.97698146
0.9769945
0.9770922
0.9771731
0.9773739
0.9773929
0.97755873
0.97771937
0.9778066
0.9778807
0.9779089
0.97805405
0.9780972
0.9781071
0.9782434
0.9782606
0.97837615
0.97848535
0.97858906
0.9789253
0.9789441
0.97923714
0.9794044
0.9796134
0.9797181
0.9798332
0.9798654
0.97998345
0.98014116
0.98021096
0.980265
0.98038846
0.9804134
0.9805586
0.98059833
0.9806071
0.980771
0.98081434
0.98098505
0.9810674
0.98116267
0.9811986
0.9813042
0.9813266
0.98133874
0.98156303
0.9818229
0.9820233
0.9820275
0.9820707
0.9820959
0.9821256
0.9821399
0.9822656
0.98230773
0.98238075
0.9825151
0.98271054
0.9830084
0.9832954
0.98340195
0.9835124
0.983573
0.9835842
0.9839274
0.9840736
0.98410505
0.984109
0.9841863
0.98428094
0.9843775
0.9844122
0.9847428
0.98491365
0.9849537
0.9850579
0.9852014
0.9852036
0.9859562
0.9859871
0.98724157
0.98726994
0.98812103
0.9887424
