min
0.9806472
0.9819593
0.9822468
0.98261005
0.983438
0.9837402
0.9839269
0.9841856
0.9842431
0.98432124
0.9844945
0.98457867
0.9845804
0.9846271
0.9848292
0.98508453
0.9850986
0.9852234
0.98534423
0.9854586
0.98547053
0.98550904
0.98558044
0.9855912
0.9856272
0.9857086
0.98577
0.9857903
0.98587656
0.9858797
0.98592496
0.9860446
0.98611623
0.98613715
0.9861777
0.986229
0.98635787
0.98644006
0.9867203
0.98679
0.986827
0.9868523
0.98694074
0.98694694
0.9870769
0.98720866
0.9872414
0.98756206
0.9875635
0.98756665
0.98766917
0.9877021
0.98771036
0.9877822
0.9877934
0.98780507
0.98799527
0.98806375
0.9881022
0.98816466
0.98817015
0.9881759
0.9882614
0.9882654
0.98847646
0.98848706
0.9885317
0.98856443
0.98866445
0.98868114
0.98869216
0.98871535
0.9887699
0.9888604
0.98900485
0.9890219
0.9890328
0.9890683
0.98907864
0.98914284
0.9891557
0.9892743
0.98927826
0.9893267
0.9894354
0.9894724
0.9894979
0.9895867
0.9899321
0.9899859
0.99022585
0.9904437
0.99052215
0.99057835
0.99084485
0.9909735
0.9911687
0.9912931
0.9914956
0.99181527
